,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid,util_p_boot,util_p_orte,util_p_setup_1,util_p_setup_2,util_p_term,util_p_total,util_p_uexec,util_u_eprep,util_u_equeue,util_u_exec_app,util_u_exec_cu,util_u_exec_orte,util_u_exec_rp,util_u_total,util_u_unschedule
rp.session.one.george.017610.0001,6.973900079727173,50.54739999771118,11.817799806594849,21.673799991607666,0.003100156784057617,0.09399986267089844,97.21950006484984,3.1480998992919917,0.03880000114440918,2.589900255203247,2.93560004234314,0.19229984283447266,0.5185000896453857,exp1,80,80,1,1,1,256,256,0,rp.session.one.george.017610.0001,0,0.3252999782562256,0.9990999698638916,2.365100145339966,0,0,12.44379997253418,1.335299730300903,2.612200260162353,0,2.583299160003662,0,2.993799924850464,3.1545000076293945,0
rp.session.one.george.017605.0006,8.139300107955933,46.390000104904175,8.867799997329712,22.111599922180176,0.003200054168701172,0.0999000072479248,91.30370020866394,1.4274001121520996,0.020099878311157227,1.2643001079559326,1.2146000862121582,0.09800004959106445,0.37240004539489746,exp1,80,80,1,1,1,128,128,0,rp.session.one.george.017605.0006,0,0.34619998931884766,0.12529993057250977,1.6018002033233643,0,0,9.338199853897095,0.5706992149353027,1.265200138092041,0,1.058000087738037,0,1.309499979019165,1.4368000030517578,0
