,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid,util_p_boot,util_p_orte,util_p_setup_1,util_p_setup_2,util_p_term,util_p_total,util_p_uexec
0,,,85.61180019378662,8.139300107955933,76.74400019645691,30.354000091552734,8.242400169372559,8.239200115203857,46.390000104904175,8.867799997329712,22.111599922180176,0.003200054168701172,0.0999000072479248,exp1,smic119,80,128,pilot.0000,rp.session.one.george.017605.0006,,0.34619998931884766,0.12529993057250977,1.6018002033233643,,,9.338199853897095
