,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid,util_p_boot,util_p_orte,util_p_setup_1,util_p_setup_2,util_p_term,util_p_total,util_p_uexec
0,,,806.6724998950958,6.165299892425537,74.79079985618591,22.931899785995483,6.273899793624878,6.270799875259399,51.85890007019043,731.8817000389099,16.657999992370605,0.0030999183654785156,0.1054999828338623,exp-mpi-exec,smic012,140,128,pilot.0000,rp.session.one.george.017624.0006,11.98200011253357,,,,4.407799959182739,750.7859001159668,732.9678001403809
0,,1597.0227999687195,,9.067100048065186,69.45060014724731,24.247900009155273,9.170000076293945,9.166800022125244,45.20270013809204,1527.5721998214722,15.077899932861328,0.003200054168701172,0.0996999740600586,exp-mpi-exec,smic070,40,128,pilot.0000,rp.session.one.george.017624.0003,13.913899898529053,,,,,,
